GWAS	GWAS_region	eQTLs	mQTL_top_coloc_Tissue	mQTL_top_coloc_cpg	mQTLs
Astle_et_al_2016_Monocyte_count	region107	TRUE	ColonTransverse	cg15852709	TRUE
Astle_et_al_2016_Monocyte_count	region1094	TRUE	ColonTransverse	cg08843492	TRUE
Astle_et_al_2016_Monocyte_count	region1095	TRUE	Lung	cg19280572	TRUE
Astle_et_al_2016_Monocyte_count	region1122	TRUE	MuscleSkeletal	cg08938249	TRUE
Astle_et_al_2016_Monocyte_count	region1167	TRUE	Prostate	cg08637269	TRUE
Astle_et_al_2016_Monocyte_count	region1178	TRUE	Lung	cg08089041	TRUE
Astle_et_al_2016_Monocyte_count	region1187	TRUE	ColonTransverse	cg08041188	TRUE
Astle_et_al_2016_Monocyte_count	region1210	TRUE	Lung	cg03512319	TRUE
Astle_et_al_2016_Monocyte_count	region129	TRUE	Lung	cg08844879	TRUE
Astle_et_al_2016_Monocyte_count	region1330	TRUE	ColonTransverse	cg07441054	TRUE
Astle_et_al_2016_Monocyte_count	region1375	TRUE	Lung	cg22035305	TRUE
Astle_et_al_2016_Monocyte_count	region1392	TRUE	Lung	cg17244218	TRUE
Astle_et_al_2016_Monocyte_count	region1457	TRUE	WholeBlood	cg17047468	TRUE
Astle_et_al_2016_Monocyte_count	region1503	TRUE	Lung	cg12882572	TRUE
Astle_et_al_2016_Monocyte_count	region1506	TRUE	WholeBlood	cg00582337	TRUE
Astle_et_al_2016_Monocyte_count	region1523	TRUE	ColonTransverse	cg04488553	TRUE
Astle_et_al_2016_Monocyte_count	region1576	TRUE	Lung	cg11879182	TRUE
Astle_et_al_2016_Monocyte_count	region1578	TRUE	ColonTransverse	cg11015549	TRUE
Astle_et_al_2016_Monocyte_count	region1590	TRUE	Lung	cg25599412	TRUE
Astle_et_al_2016_Monocyte_count	region1591	TRUE	Ovary	cg01419561	TRUE
Astle_et_al_2016_Monocyte_count	region1607	TRUE	Lung	cg20198684	TRUE
Astle_et_al_2016_Monocyte_count	region1611	TRUE	Ovary	cg16413023	TRUE
Astle_et_al_2016_Monocyte_count	region1643	TRUE	Lung	cg00226306	TRUE
Astle_et_al_2016_Monocyte_count	region1645	TRUE	Lung	cg09810546	TRUE
Astle_et_al_2016_Monocyte_count	region1681	TRUE	WholeBlood	cg16324072	TRUE
Astle_et_al_2016_Monocyte_count	region1686	TRUE	Lung	cg14773294	TRUE
Astle_et_al_2016_Monocyte_count	region1693	TRUE	ColonTransverse	cg24424889	TRUE
Astle_et_al_2016_Monocyte_count	region1695	TRUE	Lung	cg25672027	TRUE
Astle_et_al_2016_Monocyte_count	region1701	TRUE	Lung	cg19421585	TRUE
Astle_et_al_2016_Monocyte_count	region233	TRUE	Lung	cg14465028	TRUE
Astle_et_al_2016_Monocyte_count	region25	TRUE	Lung	cg12656391	TRUE
Astle_et_al_2016_Monocyte_count	region260	TRUE	Ovary	cg04184094	TRUE
Astle_et_al_2016_Monocyte_count	region263	TRUE	Lung	cg08388413	TRUE
Astle_et_al_2016_Monocyte_count	region323	TRUE	Lung	cg22909322	TRUE
Astle_et_al_2016_Monocyte_count	region405	TRUE	Prostate	cg20680322	TRUE
Astle_et_al_2016_Monocyte_count	region598	TRUE	Lung	cg05640674	TRUE
Astle_et_al_2016_Monocyte_count	region6	TRUE	Lung	cg26573321	TRUE
Astle_et_al_2016_Monocyte_count	region636	TRUE	ColonTransverse	cg20893838	TRUE
Astle_et_al_2016_Monocyte_count	region638	TRUE	Lung	cg13223677	TRUE
Astle_et_al_2016_Monocyte_count	region653	TRUE	ColonTransverse	cg17093638	TRUE
Astle_et_al_2016_Monocyte_count	region746	TRUE	Ovary	cg13928313	TRUE
Astle_et_al_2016_Monocyte_count	region79	TRUE	Lung	cg12200575	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1007	TRUE	Ovary	cg14119001	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1028	TRUE	Lung	cg11671940	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1064	TRUE	Lung	cg12555086	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1127	TRUE	Lung	cg27386326	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region116	TRUE	Lung	cg13088465	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1167	TRUE	Ovary	cg08637269	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1357	TRUE	ColonTransverse	cg22395913	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1392	TRUE	Lung	cg17244218	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1427	TRUE	ColonTransverse	cg24390590	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1430	TRUE	ColonTransverse	cg18856952	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region145	TRUE	Lung	cg10430453	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1495	TRUE	Lung	cg16375691	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1504	TRUE	Prostate	cg07427276	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1523	TRUE	ColonTransverse	cg04488553	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1540	TRUE	Ovary	cg21243631	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1591	TRUE	Prostate	cg01419561	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1606	TRUE	WholeBlood	cg13362288	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1607	TRUE	Lung	cg06112816	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region1609	TRUE	Lung	cg02314012	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region173	TRUE	Ovary	cg09633306	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region18	TRUE	Lung	cg21604615	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region233	TRUE	Lung	cg14465028	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region25	TRUE	Lung	cg12656391	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region271	TRUE	MuscleSkeletal	cg13994823	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region387	TRUE	Lung	cg16634134	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region399	TRUE	Ovary	cg14024328	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region561	TRUE	ColonTransverse	cg14449803	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region598	TRUE	Lung	cg15738769	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region606	TRUE	Lung	cg15170512	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region642	TRUE	Lung	cg19563049	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region653	TRUE	ColonTransverse	cg17093638	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region657	TRUE	Lung	cg25191172	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region66	TRUE	Ovary	cg04773602	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region702	TRUE	Lung	cg26497354	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region851	TRUE	Prostate	cg15964874	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region864	TRUE	Lung	cg14190628	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region932	TRUE	MuscleSkeletal	cg06946901	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region937	TRUE	BreastMammaryTissue	cg25032030	TRUE
Astle_et_al_2016_Myeloid_white_cell_count	region990	TRUE	WholeBlood	cg24562906	TRUE
Astle_et_al_2016_Neutrophil_count	region1007	TRUE	Ovary	cg14119001	TRUE
Astle_et_al_2016_Neutrophil_count	region1028	TRUE	WholeBlood	cg11671940	TRUE
Astle_et_al_2016_Neutrophil_count	region1064	TRUE	Lung	cg12555086	TRUE
Astle_et_al_2016_Neutrophil_count	region1070	TRUE	Ovary	cg15922692	TRUE
Astle_et_al_2016_Neutrophil_count	region1086	TRUE	Lung	cg13510318	TRUE
Astle_et_al_2016_Neutrophil_count	region1127	TRUE	Lung	cg27386326	TRUE
Astle_et_al_2016_Neutrophil_count	region116	TRUE	Lung	cg13088465	TRUE
Astle_et_al_2016_Neutrophil_count	region1357	TRUE	ColonTransverse	cg22395913	TRUE
Astle_et_al_2016_Neutrophil_count	region1427	TRUE	ColonTransverse	cg24390590	TRUE
Astle_et_al_2016_Neutrophil_count	region1430	TRUE	WholeBlood	cg04230537	TRUE
Astle_et_al_2016_Neutrophil_count	region1504	TRUE	Prostate	cg07427276	TRUE
Astle_et_al_2016_Neutrophil_count	region1523	TRUE	ColonTransverse	cg04488553	TRUE
Astle_et_al_2016_Neutrophil_count	region1540	TRUE	Ovary	cg21243631	TRUE
Astle_et_al_2016_Neutrophil_count	region1606	TRUE	WholeBlood	cg13362288	TRUE
Astle_et_al_2016_Neutrophil_count	region1607	TRUE	Lung	cg06112816	TRUE
Astle_et_al_2016_Neutrophil_count	region1609	TRUE	Lung	cg02314012	TRUE
Astle_et_al_2016_Neutrophil_count	region1671	TRUE	BreastMammaryTissue	cg25269340	TRUE
Astle_et_al_2016_Neutrophil_count	region173	TRUE	Ovary	cg09633306	TRUE
Astle_et_al_2016_Neutrophil_count	region185	TRUE	ColonTransverse	cg09046203	TRUE
Astle_et_al_2016_Neutrophil_count	region197	TRUE	Ovary	cg07921649	TRUE
Astle_et_al_2016_Neutrophil_count	region233	TRUE	Lung	cg14465028	TRUE
Astle_et_al_2016_Neutrophil_count	region271	TRUE	MuscleSkeletal	cg13994823	TRUE
Astle_et_al_2016_Neutrophil_count	region399	TRUE	Ovary	cg14024328	TRUE
Astle_et_al_2016_Neutrophil_count	region561	TRUE	ColonTransverse	cg14449803	TRUE
Astle_et_al_2016_Neutrophil_count	region598	TRUE	Lung	cg15738769	TRUE
Astle_et_al_2016_Neutrophil_count	region606	TRUE	Lung	cg15170512	TRUE
Astle_et_al_2016_Neutrophil_count	region642	TRUE	Lung	cg19563049	TRUE
Astle_et_al_2016_Neutrophil_count	region66	TRUE	Ovary	cg04773602	TRUE
Astle_et_al_2016_Neutrophil_count	region851	TRUE	Prostate	cg15964874	TRUE
Astle_et_al_2016_Neutrophil_count	region864	TRUE	BreastMammaryTissue	cg15111440	TRUE
Astle_et_al_2016_Neutrophil_count	region932	TRUE	MuscleSkeletal	cg06946901	TRUE
Astle_et_al_2016_Platelet_count	region1094	TRUE	KidneyCortex	cg04937623	TRUE
Astle_et_al_2016_Platelet_count	region1127	TRUE	Lung	cg27386326	TRUE
Astle_et_al_2016_Platelet_count	region1129	TRUE	Lung	cg24632813	TRUE
Astle_et_al_2016_Platelet_count	region1164	TRUE	Lung	cg10353705	TRUE
Astle_et_al_2016_Platelet_count	region1184	TRUE	Lung	cg04911821	TRUE
Astle_et_al_2016_Platelet_count	region1213	TRUE	Lung	cg23998391	TRUE
Astle_et_al_2016_Platelet_count	region1243	TRUE	Lung	cg03220751	TRUE
Astle_et_al_2016_Platelet_count	region1321	TRUE	Lung	cg02268951	TRUE
Astle_et_al_2016_Platelet_count	region1351	TRUE	Ovary	cg24834614	TRUE
Astle_et_al_2016_Platelet_count	region1374	TRUE	Ovary	cg15542309	TRUE
Astle_et_al_2016_Platelet_count	region1375	TRUE	Ovary	cg05159206	TRUE
Astle_et_al_2016_Platelet_count	region1392	TRUE	WholeBlood	cg17244218	TRUE
Astle_et_al_2016_Platelet_count	region1406	TRUE	Ovary	cg25406657	TRUE
Astle_et_al_2016_Platelet_count	region1428	TRUE	Ovary	cg11487092	TRUE
Astle_et_al_2016_Platelet_count	region1486	TRUE	Lung	cg01629558	TRUE
Astle_et_al_2016_Platelet_count	region1497	TRUE	Lung	cg10228608	TRUE
Astle_et_al_2016_Platelet_count	region1502	TRUE	Ovary	cg00575156	TRUE
Astle_et_al_2016_Platelet_count	region1503	TRUE	WholeBlood	cg05013507	TRUE
Astle_et_al_2016_Platelet_count	region1535	TRUE	Lung	cg23942109	TRUE
Astle_et_al_2016_Platelet_count	region1608	TRUE	Lung	cg02218324	TRUE
Astle_et_al_2016_Platelet_count	region1611	TRUE	Lung	cg02400211	TRUE
Astle_et_al_2016_Platelet_count	region1613	TRUE	WholeBlood	cg03097995	TRUE
Astle_et_al_2016_Platelet_count	region1653	TRUE	ColonTransverse	cg04115418	TRUE
Astle_et_al_2016_Platelet_count	region1701	TRUE	Prostate	cg12097313	TRUE
Astle_et_al_2016_Platelet_count	region177	TRUE	Lung	cg01689319	TRUE
Astle_et_al_2016_Platelet_count	region18	TRUE	BreastMammaryTissue	cg23691781	TRUE
Astle_et_al_2016_Platelet_count	region200	TRUE	Lung	cg24012900	TRUE
Astle_et_al_2016_Platelet_count	region315	TRUE	KidneyCortex	cg09723824	TRUE
Astle_et_al_2016_Platelet_count	region438	TRUE	Lung	cg26694713	TRUE
Astle_et_al_2016_Platelet_count	region55	TRUE	Lung	cg08893087	TRUE
Astle_et_al_2016_Platelet_count	region598	TRUE	Lung	cg05640674	TRUE
Astle_et_al_2016_Platelet_count	region652	TRUE	Ovary	cg16289618	TRUE
Astle_et_al_2016_Platelet_count	region657	TRUE	Lung	cg24505687	TRUE
Astle_et_al_2016_Platelet_count	region68	TRUE	ColonTransverse	cg24344074	TRUE
Astle_et_al_2016_Platelet_count	region746	TRUE	Ovary	cg02046881	TRUE
Astle_et_al_2016_Platelet_count	region75	TRUE	Lung	cg16274678	TRUE
Astle_et_al_2016_Platelet_count	region77	TRUE	WholeBlood	cg25659938	TRUE
Astle_et_al_2016_Platelet_count	region774	TRUE	Lung	cg24238527	TRUE
Astle_et_al_2016_Platelet_count	region8	TRUE	Lung	cg15199735	TRUE
Astle_et_al_2016_Platelet_count	region934	TRUE	Lung	cg19405177	TRUE
Astle_et_al_2016_Platelet_count	region937	TRUE	BreastMammaryTissue	cg25032030	TRUE
Astle_et_al_2016_Red_blood_cell_count	region104	TRUE	Lung	cg21980045	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1074	TRUE	MuscleSkeletal	cg07899664	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1127	TRUE	Lung	cg19610905	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1207	TRUE	Ovary	cg21348975	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1251	TRUE	KidneyCortex	cg21721566	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1351	TRUE	Lung	cg03112691	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1451	TRUE	ColonTransverse	cg26452476	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1463	TRUE	Lung	cg21969292	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1480	TRUE	WholeBlood	cg00153919	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1488	TRUE	Lung	cg16597406	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1524	TRUE	ColonTransverse	cg07740579	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1528	TRUE	Lung	cg05248652	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1586	TRUE	Prostate	cg22984992	TRUE
Astle_et_al_2016_Red_blood_cell_count	region160	TRUE	Lung	cg05233441	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1600	TRUE	Lung	cg23495820	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1610	TRUE	Lung	cg21913888	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1669	TRUE	Lung	cg05351803	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1695	TRUE	Lung	cg10115263	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1701	TRUE	KidneyCortex	cg03362418	TRUE
Astle_et_al_2016_Red_blood_cell_count	region198	TRUE	ColonTransverse	cg15542276	TRUE
Astle_et_al_2016_Red_blood_cell_count	region2	TRUE	Lung	cg12542099	TRUE
Astle_et_al_2016_Red_blood_cell_count	region412	TRUE	Lung	cg16509355	TRUE
Astle_et_al_2016_Red_blood_cell_count	region453	TRUE	ColonTransverse	cg10806175	TRUE
Astle_et_al_2016_Red_blood_cell_count	region476	TRUE	Lung	cg19671926	TRUE
Astle_et_al_2016_Red_blood_cell_count	region564	TRUE	Lung	cg07619197	TRUE
